link,result
/article/5070/galley/13444/download/,Competing InterestsThe author has no competing interests to declare.
/article/5069/galley/13445/download/,Funding InformationThis research is supported by a grant from the Spanish Ministry of Economy and Competitiveness (MINECO FFI2014-51878-P).
/article/5068/galley/13446/download/,"AbbreviationsACC = accusative, CAUS = causative, CLF = classifier, DAT = dative, GEN = genitive, HON = honorific, NEG = negation, NOM = nominative, PASS = passive, PL = plural, PST = past, PRF = perfect, PRS = present, Q = question, SG = singular, TOP = topic."
/article/5067/galley/13447/download/,"AbbreviationsACC = accusative, Ag = agent, DEF = definite, PL = plural, SG = singular, Th = theme, X = open slot"
/article/5065/galley/13448/download/,"Abbreviations1 = first person, 2 = second person, 3 = third person, ABL = ablative, ABS = absolutive, ACC = accusative, CAUS = causative, CL = clitic, DAT = dative, DEF = definite, DO = direct object, DOA = differential object agreement, DOM = differential object marking, ERG = ergative, F = feminine, FUT = future, GEN = genitive, INF = infinitive, INS = instrumental, IO = indirect object, LAT = lative, LOC = locative, M = masculine, N = neuter, NEG = negative, NOM = nominative, OBJ = object, P = patient-like argument of a canonical transitive verb, PASS = passive, PFV = perfective, PL = plural, PST = past, PTCP = participle, R = recipient-like internal argument of a ditransitive verb, SBJ = subject, SG = singular, T = theme- or patient-like internal argument of a ditransitive verb."
/article/5066/galley/13449/download/,Competing InterestsThe authors have no competing interests to declare.
/article/5064/galley/13450/download/,"AbbreviationsACC = Accusative, AIC = Akaike Information Criterion, CI = Confidence Interval, CLMM = Cumulative Link Mixed Models, DP = Determiner Phrase, EEG = Electroencephalography, ERP = Event-Related Potentials, FDR = False Discovery Rate, IMP = Imperative, MID = Minimal Important Difference, NOM = Nominative, PL = Plural, SD = Standard Deviation, SE = Standard Error"
/article/5062/galley/13451/download/,Competing InterestsThe authors have no competing interests to declare.
/article/5063/galley/13452/download/,"AbbreviationsAffixes glossed as numbers (sometimes with letters) in the Bantu examples indicate noun class.2SG = second person singular, 3SG = third person singular, ACC = accusative, AGR = agreement, APPL = applicative, CL = cleft, COMP = complementizer, DAT = dative, DEF = definite, FEM = feminine, FOC = focus, FUT = future, FV = final vowel, IMPF = imperfective, INDF = indefinite, IRR = irrealis, NI = reflex of proto-bantu copula *ni, NOM = nominative, NSBJ = non-subject, OBJ = object, OBL = oblique, PART = partitive, PF = perfective, PL = plural, PROG = progressive, PRS = present, PST = past, R = realis, SA = subject agreement, SBJ = subject, SE = subject extraction, SM = subject marker, TA = tense/aspect, WH = wh agreement"
/article/5061/galley/13453/download/,"AbbreviationsGlosses: DAT = dative, GEN = genitive, INF = infinitive, PTCP = participle, SBJV = subjunctive Other: FR = Grundstrukturen: Freiburger Korpus, FOLK = Forschungs- und Lehrkorpus Gesprochenes Deutsch"
/article/5060/galley/13454/download/,"AbbreviationsABS = absolutive, ACC = accusative, CLF = classifier, DOM = differential object marking, DYN = dynamic verb-forming prefix, ERG = ergative, I = class I, II = class II, IRR = irrealis mode, LOC = locative, MUT = mutated nominal, NC = noun class, NOM = nominative, NPST = non-past, NSG = non-singular, OBL = oblique, OS = oblique stem, PL = plural, PLEX = plural exclusive, POSS = possessor, PRS = present, RES = resultative prefix, RLS = realis mode, SG = singular, TV = transitive"
/article/5059/galley/13455/download/,"Abbreviations1ST = linearily first quantifier phrase, SUBJ = subject quantifier phrase, DIST = distributive quantifier phrase, D-ANA = discourse anaphoric quantifier phrase, NOM = nominative, ACC = accusative, FEM = feminine"
/article/5058/galley/13456/download/,Competing InterestsThe author has no competing interests to declare.
/article/5057/galley/13457/download/,"Abbreviations1 = first person, 3 = third person, ASL = American Sign Language, Auslan = Australian Sign Language, BSL = British Sign Language, DEF = definite, DIR = direct, F = feminine, INDF = indefinite, M = masculine, N = neuter, OBV = obviative, SG = singular, TA = transitive animate"
/article/5056/galley/13458/download/,"AbbreviationsAUX = auxiliary, CL = classifier, COMP = comparative, CONT = continuous, COP = copula, EXCL = exclamation, EXP = experiental, NEG = negation, PFV = perfective, PROG = progressive, PRS = present, PRT = particle, SFP = sentence final particle"
/article/5055/galley/13459/download/,"AbbreviationsCL = clitic, DAT = dative, PART = particle, PD = Personal Dative, SC = small clause, SDP = Southern Dative Presentative"
/article/5054/galley/13460/download/,Competing InterestsThe author has no competing interests to declare.
/article/5053/galley/13461/download/,"AbbreviationsFUT = future, COND = conditional, DET = determiner, PRT = particle, PTCP = (past) participle, SUBJ = subjunctive, ALF = Atlas linguistique de la France, ALPIC = Atlas linguistique et ethnographique picard, CP = complementizer phrase, DFC = Doubly Filled Comp, FinP = Finiteness Phrase, ISP = Information Structure Phrase, NC = Negative Concord, NPI = Negative Polarity Item, SVO = subject-verb-object, SCLI = Subject Clitic Inversion, SyMiLa = Syntactic Microvariation in the Romance Languages of France. VP = Verb Phrase, TP = Tense Phrase"
/article/5052/galley/13462/download/,"AbbreviationsDEM, Dem = demonstrative, NUM, Num = numeral, ADJ, Adj = adjective, N, N = noun, MASC = masculine, FEM = feminine, 1S = first person singular, [XP[NP]] = movement of a constituent containing the NP with pied-piping of the picture of who type, [NP[XP]] = NP movement with pied-piping of the whose picture type"
/article/5051/galley/13463/download/,"AbbreviationsACC = accusative, DAT = dative, 3SG = third person singular, 3PL = third person plural, VM = verbal modifier"
/article/5050/galley/13464/download/,"AbbreviationsACC = accusative, DAT = dative, M = masculine, NOM = nominative, REFL = reflexive, SG = singular, 1 = first person, CED = Condition on Extraction Domain, EA = empty argument, EC = exhaustive control, HTC = hybrid theory of control, MTC = movement theory of control, NOC = non-obligatory control, OC = obligatory control, PC = partial control, PIC = Phase Impenetrability Condition"
/article/5049/galley/13465/download/,"Abbreviations1 = first person, 2 = second person, 3 = third person, ACC = accusative, NOM = nominative, OVS = object-verb-subject, PASS = passive, REFL = reflexive, SG = singular, SVO = subject-verb-object."
/article/5048/galley/13466/download/,"AbbreviationsAIC = Akaike information criterion, AML = Analogical Modeling of Language, ANT = anterior, APPR = approximant, CONS = consonantal, CONSTR = constricted glottis, CONT = continuant, COR = coronal, DELR = delayed release, DIST = distributed, DORS = dorsal, GCM = Generalized Context Model, GNM = Generalized Neighborhood Model, LAB = labial, LABDEN = labiodental, LAT = lateral, ND = Neighborhood Density, PL = plural, SBJV = subjunctive, SON = sonorant, SPR = spread glottis, STRID = strident, SYLL = syllabic"
/article/5047/galley/13467/download/,"AbbreviationsF = feminine, M = masculine, PL = plural"
/article/5046/galley/13468/download/,"Abbreviations3 = third person, ACC = accusative, AUX = auxiliary, COND = conditional, CVB = converb, DAT = dative, ERP = event-related brain potential, GEN = genitive, INF = infinitive, INS = instrumental, IPFV = imperfective, LOC = locative, M = masculine, NMLZ = nominalizer/nominalization, NOM = nominative, PFV = perfective, PL = plural, PST = past, PTCP = participle, ROI = region of interest, SBJV = subjunctive, SG = singular"
/article/5045/galley/13469/download/,"AbbreviationsDAT = dative, DPRO = demonstrative pronoun, GEN = genitive, PPRO = personal pronoun, REFL = reflexive pronoun."
/article/5044/galley/13470/download/,"AbbreviationsACD = antecedent contained deletion, AE = argument ellipsis, ACC = accusative, F = feminine, M = masculine, NCA = null complement anaphora, OG = object gap, PL = plural, PRS = present, PRTC = participle, SG = singular, TOP = topic marker, VIR = verb identity requirement, VPE = verb phrase ellipsis, VSVPE = verb-stranding verb phrase ellipsis, 1/2/3 = first/second/third persons"
/article/5042/galley/13471/download/,"AbbreviationsACC = accusative, ACT = active, DAT = dative, MSC = masculine, NEG = negation, NEUT = neuter, NOM = nominative, NACT = non-active, PL = plural, SG = singular, SUBJ = subjunctive, TMC = tough-movement construction"
/article/5041/galley/13472/download/,AbbreviationsSCF = strong contextual felicity
/article/5043/galley/13473/download/,AbbreviationsTVJT = Truth Value Judgment Task
/article/5040/galley/13474/download/,"AbbreviationsWe use the following glosses: ACC = accusative case, ADV = adverbial, ATR = attributive, DAT = dative case, DEO = deontic obligation, DES = desiderative mood, GEN = genitive case, NF = nonfinite, NOM = nominative case, NONP = non-past, NEG = negative, PAST = past tense, PER = perfective aspect, PROG = progressive aspect, SFP = sentence-final particle, SPEC = speculative mood."
/article/5039/galley/13475/download/,"AbbreviationsDEF = definite, DEM = demonstrative, COMP = complementizer, F = feminine, FUT = future, INDF = indefinite, INF = infinitive, IPFV = imperfective, M = masculine, NOM = nominative, OBJ = object, PL = plural, POSS = possessive, PRS = present, PST = past, PTCP = participle, REL = relativizer, SG = singular, SUBJ = subject"
/article/5038/galley/13476/download/,Competing InterestsThe authors have no competing interests to declare.
/article/5037/galley/13477/download/,"Abbreviations1 = first person, 2 = second person, 3 = third person, SG = singular, PL = plural, ACC = accusative, LOC = locative, NC = negative concord, NPI = negative polarity item."
/article/5036/galley/13478/download/,"AbbreviationsAOA = age of onset of acquisition, CLI = cross-linguistic influence, EP = European Portuguese, Ger = German, HL = heritage language, HS = heritage speaker, INFL = inflection, L1 = first language, L2 = second language, PAH = position of antecedent hypothesis, pro = null subject, QP = quantifier phrase, Span = Spanish, TS = topic shift, XP = maximal projection"
/article/5035/galley/13479/download/,Abbreviations1 = first person; 2 = second person; 3 = third person; SG = singular; PL = plural; ABS = absolutive; ERG = ergative; ASP = aspect; INCPL = incompletive aspect; CPL = completive aspect; INTR = intransitive; POS = positional; NMLZ = nominalizer; AGT = agentive; FEM = feminine; COM = comitative; ADJ = adjective; SLH = Strict Layer Hypothesis; OT = Optimality Theory; ω = prosodic word; σ = syllable
/article/5034/galley/13480/download/,"AbbreviationsACC = accusative, NOM = nominative, LOC = locative, Q = wh-question particle, NMM = non-manual markings, subscripts 1, 2, 3 = first, second, third person inflections, X-Y= signs which require two or more words in the English glosses, + = sign repetition."
/article/5033/galley/13481/download/,"Abbreviations3FS = third person feminine subject agreement, 3N = third person neutral agreement, 3S = third singular agreement, 3SS = third singular subject agreement, ACC = accusative, ADJ = adjectival suffix, ASP = aspect, CAUS = casuative, COLL = collective, F = feminine, IND = indicative mood, M = masculine, PL = plural subject agreement, POT = potential suffix, PRE = prefix, PROG = progressive, PST = past, SUF = nominal inflectional suffix"
/article/5032/galley/13482/download/,Competing InterestsThe author has no competing interests to declare.
/article/5029/galley/13483/download/,"AbbreviationsAAS = Approximate area system, ANOVA = Analysis of variance, ANS = Approximate number system, erfc = Gauss error function, SE = standard error, w = Weber fraction."
/article/5031/galley/13484/download/,AbbreviationsCLF = classifier
/article/5028/galley/13485/download/,Competing InterestsThe author has no competing interests to declare.
/article/5030/galley/13486/download/,"AbbreviationsACC = accusative, BP = Brazilian Portuguese, CP = complementizer phrase, DO = Direct Object, DP = determiner phrase, FEM = feminine, FPlan = full planned, GEN = Genitive, LD = left-dislocated, MASC = masculine, Mdn = median; NP = noun phrase, Op = operator, p = probability; PART = participle form, PAST = past tense, PL = plural, PP/IO = Prepositional Phrase/Indirect Object, PPlan = partly planned, PRES = present tense, RC = relative clause, RCFSs = Relative Clause Formation Strategies, SG = singular, SLI = Specific Language Impairment, Subj = Subject, TP = tense phrase, U = The Mann-Whitney test statistic; vP = little verbal phrase, VP = verbal phrase, 3 = third person."
/article/5026/galley/13487/download/,"List of AbbreviationsA = positive universal, ADJ = adjective, Alt = set of alternatives, COR = corrective clause, DN = descriptive negation, E = negative universal, FUT = future tense morpheme, I = positive particular, MN1 = metalinguistic negation 1 (upward negation), MN2 = metalinguistic negation 2 (presuppositional negation), NEG = negative clause, NEG = negative marker (ne, pas, non), NPI = negative polarity item, O = negative particular, PA = mais ‘but’ pero/aber, POS = positive clause, PPPOS = presupposition of POS, PRO-1SG = 1st person singular pronoun, PRO-3SG = 3rd person singular pronoun, PRO-3PL = 3rd person plural pronoun, PRO = pronoun, QUD = question under discussion, Ri = representationi with a propositional form, SI = scalar implicature, SIPOS = scalar implicature of the positive clause, SN = mais ‘but’ sondern/sino, U = utterance, WWI = the with or without (connective) issue."
/article/5027/galley/13488/download/,"AbbreviationsREFL = reflexive pronoun, DAT = dative, ACC = accusative, GEN = genitive, PL = plural"
/article/5025/galley/13489/download/,"AbbreviationsThe following abbreviations are used: CDS = child-directed speech, CL = child language, DO-IO = direct object before indirect object (word order), IO-DO = indirect object before direct object (word order), DO-SBJ-IO = direct object before subject before indirect object (word order), IO-SBJ-DO = indirect object before subject before direct object (word order), > = before (used for orderings), def = definite, indef = indefinite, cliPr = clitic pronouns, DP = determiner phrase, indPr = indefinite pronoun, NP = (lexical) nominal phrase, perPr = personal pronoun, RefExpr = type of eferring expression. The following abbreviations are used for reporting the statistics: b = estimate (of the linear mixed-effects models), LME = linear mixed-effects (models), p = p-value, SE = standard error, z = z-value. Moreover, the following abbreviations are used for glossing: ACC = accusative, DAT = dative, NOM = nominative."
/article/5024/galley/13490/download/,"AbbreviationsFOC = Focus, MLN = Metalinguistic negation, NEG = Negation, NEG1 = Postverbal negation, NEG2 = Preverbal negation, NOM = Nominative, PL = Plural, PR = Present, SG = Singular"
/article/5023/galley/13491/download/,Competing InterestsThe author has no competing interests to declare.
/article/5022/galley/13492/download/,"AbbreviationsACC = accusative, CL = classifier, DE = de, GEN = genitive, NOM = nominative, PAR = particle, PERF = perfective marker"
/article/5021/galley/13493/download/,"AbbreviationsAdv = adverb, AJT = acceptability judgement task, Comp = comparison group, DP = determiner phrase, HS = heritage speaker, L1 = first language, L2 = second language, N = negative clause, Neg = negation, O = object, S = subject, SAdvV(N)/SNegAdvVO = subject-negation-adverb-verb-object order, SAdvV(Y)/SAdvVO = affirmative subject-adverb-verb-object order, SVAdvO/SVAdv(Y) = affirmative subject-verb-adverb-object order, SVAdv(N)/SNegVAdvO = subject-negation-verb-adverb-object order, T = tense, V = verb, VP = verb phrase, Y = affirmative clause."
/article/5019/galley/13494/download/,"Abbreviations1, 2, 3 = 1st, 2nd, 3rd person, ACC = accusative, AD = adessive, APPL = applicative, CAUS = causative, DAT = dative, DUR = durative, FUT = future, GEN = genitive, NEG = negator, NOM = nominative, PL = plural, POSS = possessive, SG = singular, SUBJ = subject"
/article/5018/galley/13495/download/,"AbbreviationsAC = Accusative case particle, DC = Declarative sentence-type suffix, F = Feminine, M = Masculine, NA = Missing value, NP = Noun phrase, L2 = Second language, PST = Past tense/perfect aspect suffix."
/article/5017/galley/13496/download/,Competing InterestsThe authors have no competing interests to declare.
/article/5020/galley/13497/download/,"AbbreviationsAD(H)D = Attention Deficit (Hyperactivity) Disorder, CELF-4-NL = Dutch version of the Clinical Evaluation of Language Fundamentals – Version 4, CELF-CLS = Clinical Evaluation of Language Fundamentals – Core Language Score, CHILDES = Child Language Data Exchange System, IQ = Intelligence Quotient, SD = Standard Deviation, SE = Standard Error, SLI = Specific Language Impairment, TAK = Taaltoets Alle Kinderen, TD = Typical Development, QJT = Quantity Judgment Task."
/article/5016/galley/13498/download/,"AbbreviationsF = feminine, M = masculine, SG = singular, PL = plural, POSS = possesive"
/article/5014/galley/13499/download/,"AbbreviationsACC = accusative, NOM = nominative, PL = plural, TOP = topic"
/article/5013/galley/13500/download/,"Abbreviations1S = first person, CL = classifier, COMP = comparative, NMLZ = nominalizer, POSS = possessive, Q = question."
/article/5015/galley/13501/download/,"AbbreviationsThe glossing follows the Leipzig guidelines, except that numerals are full-sized. Other abbreviations are all in small caps: 1, 2, 3 = person marking, ACC = accusative case/object marking, AOR = aorist tense, AUX = auxiliary form, CAUS = causative, CVB = converb, COP = copula, DAT = dative/allative case, EVID = indirect evidentiality, GEN = genitive/possessive case, IPFV = imperfective aspect, LOC = locative case, NEG = negative, OPT = optative mood, P = plural agreement, PAST = direct past tense, PL = plural noun, POSS = possessor agreement, PRS = present tense, PST = past tense, RECP = reciprocal, Q = yes/no question marker, S = singular agreement."
/article/5012/galley/13502/download/,problem
/article/5011/galley/13503/download/,"Abbreviations1 = first person, 2 = second person, 3 = 3rd person, FUT = future, INF = infinitive, PL = plural, SBJV = subjunctive, SG = singular, IntP = Intonational Phrase, IPEG = Intonational Phrase Edge Generalization, NOC = Non-Obligatory Control, OC = Obligatory Control, OSR = Overt Subject Requirement, PIC = Phase Impenetrability Condition"
/article/5010/galley/13504/download/,"AbbreviationsACC = Accusative, ADN = Adnominal, ASP = Aspect, CL = Classifier, COMP = Complementizer, COP = Copula, DAT = Dative, DECL = Declarative, DEF = Deferential, END = Ender, EVI = Evidential, EXHORT = Exhortative, FUT = Future, GEN = Genitive, HON = Honorific marker, IMP = Imperative, INT = Intimate marker, NEG = Negative, NML = Nominalizer, NOM = Nominative, PART = Particle, PL = Plural, POL = Polite marker, PRES = Present, PST = Past, Q = Question, TOP = Topic"
/article/5006/galley/13505/download/,Competing InterestsThe authors have no competing interests to declare.
/article/5009/galley/13506/download/,"Abbreviations1 = first person, 2 = second person, 3 = third person, ADE = adessive case, ALL = allative case, COM = comitative case, DES = des-gerund, ELA = elative case, FEM = feminine gender, GEN = genitive case, GI = ‘focus’ clitic, INE = inessive case, INF = (da)-infinitive, INSTR = instrumental case, NEG = negation, NMLZ = nominalization, NOM = nominative case, PAR = partitive case, PASS = passive, PL = plural number, PRS = present tense, PST = past tense, PST.PCPL = past participle, TRL = translative case, SG = singular number, SUP = supine (aka ma-infinitive)."
/article/5008/galley/13507/download/,"AbbreviationsACC = accusative, AFF = affirmative, C = Complementizer, CDECL = declarative Complementizer, CINT = interrogative Complementizer, CP = Complementizer phrase, D = Determiner, DP = Determiner phrase, EA = external argument, IA = internal argument, NEG = negation, NOM = nominative, NUM = number, REL.PRON = relative pronoun, SG = singular, T = Tense, TP = Tense phrase, V = Verb, VP = Verb phrase."
/article/5007/galley/13508/download/,"AbbreviationsThe following abbreviations are used: NP = noun phrase, NumP = number phrase, VSO = verb-subject-object (word order). Moreover, the following abbreviations are used for glossing morphosyntactic features: ACC = accusative, DECL = declarative, NEG = negative, NMLZ = nominalizer, PL = plural, PST = past, SG = singular, TOP = topic."
/article/5005/galley/13509/download/,Competing InterestsThe authors have no competing interests to declare.
/article/5004/galley/13510/download/,"AbbreviationsbinLR = left to right binary foot model, binRL = right to left binary foot model, LC = left-complete count, RC = right-complete count, TF = truncated form, TS = truncated stem"
/article/5003/galley/13511/download/,AbbreviationsABS = absolutive; ACC = accusative; AGT = agent; AUX = auxiliary; CAUS = causative; CL = clitic; DET = definite/indefinite determiner; DIR = directional; ERG = ergative; ES = ergative suffix; GEN = genitive; NOM = nominative; OBL = oblique; Q = question marker; PASS = passive; PERS = person; PL = plural; POSS = possessive; PRO = pronoun; PROG = progressive; PRS = present; PRV = perfective; PST = past; PT = presentative; SG = singular.
/article/5002/galley/13512/download/,"AbbreviationsACC = accusative case, CAUS = causative element, CL = classifier, COMP = complementizer, CONT = contrastive focus element, DAT = dative case, GEN = genitive case, NEG = negative element, NOM = nominative case, PAST = past tense, PRES = present tense, PROG = progressive element, TOP = topic marker"
/article/4999/galley/13513/download/,"Abbreviations1 = first person, 3 = third person, AIS = Atlante Italo Svizzero, Am. = American, Bg. = Bulgarian, C(omp) = complementizer, C = consonant, Cz. = Czech, D = definiteness, Dem = demonstrative pronoun, DET = determiner, Du. = Dutch, ESlav = East Slavonic, F = functional (feature), Fr. = French, F(EM) = feminine gender, FACT = factive, Ger. = German, Hu. = Hungarian, Icel. = Icelandic, IND = indicative, Indet = indeterminate noun, Infl / Φ = inflectional material, It. = Italian, M(ASC) = masculine gender, MG = Modern Greek, n = nominal core, N = noun, NEUT = neuter gender, NUM = number, NGmc = North Germanic, P = preposition, PL = plural, Po. = Polish, PRO = pronoun/pronominal, Rel = relative pronoun, RESTR = restrictive, Ro. = Romanian, Rom = Romance, Ru. = Russian, RVZ = relativizer, SC = Serbo-Croatian, SG = singular, SSlav = South Slavonic, SUBJ = subjunctive, V = verb, WGmc = West Germanic, Wh = interrogative pronoun, WSlav = West Slavonic, Yid. = Yiddish"
/article/4998/galley/13514/download/,"AbbreviationsAsp = Aspect, CS = construct state, FM = feminine, FS = free state, MS = masculine, PG = Proper Government, PL = plural, SG = singular, VP = verbal phrase"
/article/5000/galley/13515/download/,"AbbreviationsART = article, F = feminine, NEG = negation."
/article/5001/galley/13516/download/,"AbbreviationsACC = accusative, DAT = dative, DECL = declarative, INF = infinitive, NEG = negation, NOM = nominative, PST = past"
/article/4997/galley/13517/download/,"Abbreviations1 = first person, 2 = second person, 3 = third person, CONJ = conjunction, DEF = definite, INDF = indefinite, INF = infinite, NBD = non-brain-damaged, NEG = negation, PL = plural, PTCP = participle, POSS = possessive, REFL = reflexive, SG = singular"
/article/4996/galley/13518/download/,"Abbreviations1 = first person, 2 = second person, 3 = third person, ACC = accusative, AI = Adversity Impersonal, ANS = Accusative Numeral Subject, ApplP = Applicative Phrase, CP = Complementizer Phrase, DAT = dative, DP = Determiner Phrase, ECM = exceptional case marking, EPP = Extended Projection Principle, FEM = feminine, Fin = Finiteness, FinP = Finiteness Phrase, Foc = Focus, GEN = genitive, GoN = Genitive of negation, INF = infinitive, INSTR = instrumental, LA = Labeling Algorithm, LOC = locative, MASC = masculine, MCI = Main Clause Infinitival, N = nominal, n = little n, NEG = negation, NEUT = neuter, NOM = nominative, NONAGR = nonagreeing, NONVIR = nonvirile, nP = little n Phrase, O = object, PART = participle, PL = plural, PP = Prepositional Phrase, PRES = present, PrP = Predication Phrase, QR = quantifier raising, REFL = reflexive, S = subject, SC = small clause, SG = singular, SO = syntactic object, T = Tense, TP = Tense Phrase, Top = Topic, TopP = Topic Phrase, VIR = virile, V = verb, v = little v, VP = Verb Phrase, vP = little v Phrase"
/article/4995/galley/13519/download/,"AbbreviationsPL = plural, PRET = preterite, REFL = reflexive, SG = singular"
/article/4992/galley/13520/download/,"AbbreviationsABS = absolutive, e = semantic type of entities, ERG = ergative, GEN = genitive, Gen-Neg = genitive of negation, M = masculine, N= Neuter, NEG = negation, P&B = Partee & Borschev, PAS = Preferred Argument Structure, PL = plural, s = semantic type of events, SG = singular, t = semantic type of truth values."
/article/4994/galley/13521/download/,"Abbreviations1 = first person, 3 = third person, ACC = accusative, ADV = adverbial, C = complementizer, CL = classifier, COND = conditional, CONJ = conjunction, DAT = dative, FOC = focus, GEN = genitive, HON = honorific, IZ = izen ‘realis’ inflection, KM = kakari-musubi, LOC = locative, MOD = modal, MZ = mizen ‘irrealis’ inflection, MYS = Manyoshu, NEG = negation, NOM = nominative, OBJ = object, OJ = Old Japanese, PART = partitive, PASS = passive, PL = plural, PRES = present, PRV = perfective, Q = question particle, RT = rentai ‘adnominal’ inflection, SG = singular, SS = shuushi ‘conclusive’ inflection, SUBJ = subject, TOP = topic, WH = wh-feature"
/article/4993/galley/13522/download/,"Abbreviations1 = first person, CL = numeral classifier, COMP = complementizer, DECL = declarative, DEM = demonstrative, DET = determiner, GEN = genitive, HON = honorific, LOC = locative, NEG = negation, NMLZ = nominalizer, NOM = nominative, POSS = possessive, PL = plural, PRES = present, PROG = progressive, PST = past, Q = question marker, SG = singular, TOP = topic"
/article/4990/galley/13523/download/,"AbbreviationsABS = absolutive, AF = agent focus, ASP = aspect, BP = Basic Property, E = external, FOC = focus, H = hybrid, I = internal, LOT = Language of Thought, MP = Minimalist Program, OBJ = object, PL = plural, PPT = Principles and Parameters Theory, SG = singular, SLI = Specific Language Impairment, UG = Universal Grammar"
/article/4989/galley/13524/download/,"Abbreviations3 = third person, ACC = accusative, COM = common gender, DAT = dative, FEM = feminine gender, MASC = masculine gender, MIXED = mixed declension class, NEUT = neuter gender, PL = plural, REFL = reflexive pronoun, SG = singular, STRONG = strong declension class, WEAK = weak declension class"
/article/4991/galley/13525/download/,"AbbreviationsARG = argument, CD/B = Chinese dominant or balanced proficiency, DP = determiner phrase, ED = English dominant, L1 = first language, L2 = second language, NMP = nominal mapping parameter, PRED = predicate"
/article/4988/galley/13526/download/,"AbbreviationsACC = accusative, ANOVA = analysis of variance, DP = determiner phrase, GEN = genitive, IP = inflection phrase, SA = sentence adverbial, SD = standard deviation, Su = subject, TopP = topic phrase, VP = verb phrase"
/article/4985/galley/13527/download/,"AbbreviationsACC = accusative, NOM = nominative, DP = determiner phrase, RC = relative clause, ORC = object relative clause, SRC = subject relative clause, RM = Relativized Minimality"
/article/4987/galley/13528/download/,"AbbreviationsACD = antecedent contained deletion, Exp = experiment, FUT = future, INF = infinitive, QR = quantifier raising, VPE = VP Ellipsis."
/article/4986/galley/13529/download/,AbbreviationsACC = accusative; MASC = masculine; PRES = present; SG = singular.
/article/4984/galley/13530/download/,Competing InterestsThe authors have no competing interests to declare.
/article/4983/galley/13531/download/,Competing InterestsThe authors have no competing interests to declare.
/article/4982/galley/13532/download/,"AbbreviationsACC = accusative, Cdecl = declarative complementizer, Cint = interrogative complementizer, COND = conditional marker, COP = copula, DAT = dative, GEN = genitive, GOAL = goal marker, NEG = negation, NMNL = nominalizer, NOM = nominative, POL = politeness, TOP = topic marker"
/article/4980/galley/13533/download/,"AbbreviationsABL = ablative, ACC = accusative, AFF = affix, ALL = allative, CTR = contrastive topic, DAT = dative, DEF = definite, FUT = future, or.Q = interrogative ‘or’, LOC = locative, NOM = nominative, MOD = modal, NEG = negation, OBL = oblique, PF = phonological form, PL = plural, POSS = possessive, PRF = perfect, PRS = present, PST = past, Q = interrogative, QUOT = reported speech, RNR = Right Node Raising, SA = suspended affixation, SG = singular, SUP = superessive, & = coordination marker."
/article/4981/galley/13534/download/,"Abbreviations1/2/3 = person, ART = article, COP = copula, DER = derivational, DUR = durative, FOC = focus, OM = object marker, PP = past participle, POSS = possessor, SG/PL = singular/plural, F0 = fundamental frequency, JND = just-noticeable-difference, PFC = post focus compression, SD = standard deviation, ST = semitone"
/article/4978/galley/13535/download/,"AbbreviationsOCP = Obligatory Contour Principle, OT = Optimality Theory, SPE = Sound Pattern of English."
/article/4977/galley/13536/download/,"AbbreviationsA = ordinary -a ending, DAT = dative, E = emphatic -e ending, FOC = focus, Q = question"
/article/4976/galley/13537/download/,"Abbreviations1 = 1st person, 2 = 2nd person, ABS = absolutive, ACC = accusative, DAT = dative, DEF = definite, ERG = ergative, INESS = inessive, INS = instrumental, M = masculine, NOM = nominative, OBL = oblique, PART = partitive, PL = plural, SG = singular, SOC = sociative"
/article/4979/galley/13538/download/,"Abbreviations1, 2, 3 = 1, 2, 3 person, ABS = absolutive, ACC = accusative, AL = alienable, DAT = dative, DUAL = dual number, ERG = ergative, EXCL = exclusive, FEM = feminine, GEN = genitive, INAL = inalienable, INCL = inclusive, MASC = masculine, NOM = nominative, PL = plural, POSS = possessive, SG = singular."
/article/4975/galley/13539/download/,AbbreviationsGlossing abbreviations: 1 – first person; 2 – second person; 3 – third person; ACC – accusative; AFF – affirmative; APPL – applicative; ASP – aspect marker; CAUS – causative; COM – comitative; COMM – command marker; COMPL – completive; CONJ – conjunction; DAT – dative; DET – determiner; DIR – directive; EMP – emphasis marker; EXCL – exclusive; F – feminine; FOC – focus marker; FUT – future tense; GEN – genitive; IMP – imperative; INCL – inclusive; INT – intensive; INTEN – intentional; LOC – locative; M – masculine; NEG – negative; NMLZ – nominalizer; PASS – passive; PL – plural; PLACT – pluractional; PRED – predicate marker; PROG – progressive; PRS – present tense; PST1 – preterite 1 tense; PST2 – preterite 2 tense; REL – relative pronoun; SUP – superessive; TR – transitive; SG – singular; TOP – topic marker; WH – wh-word. The nominative is marked by a zero morpheme and has not been glossed.
/article/4974/galley/13540/download/,"AbbreviationsNOM = nominative, DAT = dative, ACC = accusative, DEF = definite, INDEF = indefinite, ANI = animate, INANI = inanimate, S = subject, IO = indirect object, DO = direct object, SO = subject before object, OS = object before subject, NP = noun phrase, OT = Optimality Theory, HG = Harmonic Grammar, LOT = Linear Optimality Theory"
/article/4973/galley/13541/download/,"AbbreviationsCC = contradiction contour, K&R = Kramer & Rawlins (2009), PQ = polar question, QUD = question under discussion, R&F = Roelofsen & Farkas (2015), RFR = rise-fall-rise contour"
